P1,P2,P3,P4,ABBA,BABA,BAAA,ABAA,ABBA_HOM,BABA_HOM,BAAA_HOM,ABAA_HOM,N_SEG,D,D_SE,D_Z,D_BLOCKS,Danc,Danc_SE,Danc_Z,Danc_BLOCKS,D+,D+_SE,D+_Z,D+_BLOCKS,fhom,fhom_SE,fhom_Z,fhom_BLOCKS,fanc,fanc_SE,fanc_Z,fanc_BLOCKS,f+,f+_SE,f+_Z,f+_BLOCKS
AFR,2H11_2X,Denisova,Chimp,2731.1237157534247,2700.8754280821913,10179.86001712329,10180.901113013697,10594.300513698628,99.30222602739727,17660.156678082192,228.44777397260273,236977,0.005568536899634817,0.0012922951135127241,4.309028828947892,37,-5.1132464241022134e-05,0.0010181955334816841,-0.05021870805716114,37,0.001132379453404199,0.0009044296582182161,1.2520370634849132,37,0.0028821622302470378,0.015944109625831166,0.1807665838911209,37,-5.972425859872412e-05,0.00023778121826383559,-0.25117315419107533,37,0.0010458516136633064,0.01154476515471828,0.09059098211589629,37
AFR,atp016_2X,Altai,EPO,2954.1690924657537,2853.824058219178,10456.881421232873,10273.44563356164,12810.645119863015,94.30008561643834,17683.38570205479,252.94991438356166,242230,0.017277057951547718,0.0031071275062917207,5.560459915649698,37,0.008848668290971697,0.0020378428970462166,4.342173925083989,37,0.010693247338963662,0.002170288328914992,4.927109083385992,37,0.00789102796254231,0.013462882628432293,0.5861321219481799,36,0.010523878456382562,0.0018119250055655522,5.808120327307789,37,0.009413304312462102,0.011059762347971982,0.8511307943419065,37
AFR,atp016_2X,Altai,Chimp,2994.2367294520554,2809.2298801369866,10216.491866438355,10100.538099315067,12465.340753424658,98.58390410958904,17535.6198630137,244.91609589041096,238751,0.03187867903114715,0.0055429322519562965,5.751230139949128,37,0.005707220362363058,0.001585886920611767,3.5987561838024726,37,0.011522009758515141,0.0022832843938652486,5.046243818541655,37,0.014960013491760004,0.016764189700778857,0.8923791581208943,37,0.006706133462523599,0.0011707166495822762,5.728229341332436,37,0.010147888935290115,0.011144682190556848,0.9105588442789927,37
AFR,atp016_2X,Vindija,EPO,2907.7577054794524,2879.7868150684935,10423.958047945205,10314.543664383564,13034.816780821919,153.84589041095893,17653.818493150688,461.9041095890412,242856,0.004832946046747763,0.0011844413802152237,4.080359000856229,37,0.005275905900983966,0.0014783708739743507,3.5687296022009574,37,0.00517925938779083,0.0013102431399345475,3.952899450440593,37,0.002171489296026697,0.012324593113435025,0.17619156073067913,36,0.006364293185769931,0.0011059957934023397,5.754355688995577,37,0.004568410138268446,0.009961857958203204,0.45859017037143535,37
AFR,atp016_2X,Vindija,Chimp,2945.7645547945217,2840.393835616439,10178.784246575344,10142.483732876712,12701.076626712327,155.70590753424656,17504.594606164377,450.79409246575335,239373,0.018210825226061392,0.0032128985155482808,5.668036241397969,37,0.0017863311352095531,0.0011495340350269586,1.5539610666400674,37,0.0054264725626211995,0.001318473789166096,4.115722744896822,37,0.008399171418426297,0.01213970067676309,0.691876319035062,37,0.0021285879161934257,0.0004269341686710788,4.985752072313859,37,0.0047863243116535725,0.010013770450487364,0.4779742391059728,37
AFR,atp016_2X,Chagyrskaya,EPO,2943.043664383562,2883.4931506849307,10419.363869863015,10277.030821917813,12958.26412671233,125.9636130136986,17650.6194349315,329.03638698630135,242441,0.010220567652575827,0.0019460970854214687,5.2518282510876615,37,0.00687719045103669,0.0017102150324609406,4.021243130544028,37,0.007611660935432346,0.0016597605209996218,4.58599950964497,37,0.0046406732475646395,0.013071890418867459,0.35501163939275926,36,0.008217092372633114,0.001417297035580814,5.797720708041781,37,0.0066951098100223325,0.01081020615088798,0.6193322973283334,37
AFR,atp016_2X,Chagyrskaya,Chimp,2980.904109589041,2837.0316780821922,10182.785958904109,10106.045376712329,12612.590325342466,129.71789383561642,17503.272688356166,320.5321061643835,238971,0.02472911987301896,0.004307745236438275,5.74061800680336,37,0.0037824052515565178,0.0013324404261627698,2.8387049636802764,37,0.00845041489269035,0.0017657327007489882,4.785783765065831,37,0.011525586942931015,0.012931683319848848,0.8912673360350841,37,0.004466143327061232,0.000794914763210705,5.618392730589416,37,0.007436657843434987,0.010887590412162048,0.6830398244158619,37
AFR,atp016_2X,Denisova,EPO,2679.724743150685,2845.8274828767126,10453.901969178081,10540.165667808218,10846.90667808219,95.75941780821917,17856.476883561645,238.49058219178085,240715,-0.03006083970098451,0.005213162991657953,-5.766334133248383,37,-0.0041089559261094175,0.0012075939244430248,-3.4025973822322597,37,-0.009516216282878706,0.001849790912063502,-5.144482125421979,37,-0.015449768820466787,0.012012197249005846,-1.2861734202496085,36,-0.004896342700835762,0.000854445177990935,-5.730435172387044,37,-0.008895810575525426,0.008915423684488206,-0.997800092327984,37
AFR,atp016_2X,Denisova,Chimp,2723.6990582191775,2809.9507705479455,10203.981592465754,10363.522688356165,10594.30051369863,99.30222602739727,17660.156678082192,228.44777397260273,237262,-0.015586767323147474,0.0027528960119540965,-5.66195281458651,37,-0.007756949686850133,0.0017093303141250868,-4.538005102203136,37,-0.009416932568850624,0.001828339674896638,-5.150537779246624,37,-0.008218363639953166,0.012182855731556433,-0.6745843356468296,37,-0.009152349707537737,0.0015745773472557937,-5.8125754974746995,37,-0.0088013530034618,0.009013713335080874,-0.9764403055960766,37
AFR,BA64_2X,Altai,EPO,2909.5239726027394,2804.1789383561636,10453.648116438355,10199.712328767122,12810.645119863015,94.30008561643837,17683.385702054795,252.9499143835616,242278,0.018437261420177032,0.003209601666156359,5.744407978905517,37,0.012295131745990623,0.0024456746817028297,5.027296491220162,37,0.013626121994120825,0.0025240308883680207,5.398555959404743,37,0.008284222704155126,0.011920890229261648,0.6949332260287268,36,0.014568527761700879,0.002486413516347613,5.859253766887956,37,0.011917717650854396,0.009439995788668103,1.2624706533408185,37
AFR,BA64_2X,Altai,Chimp,2935.61772260274,2771.6108732876714,10217.176797945207,10032.223030821917,12465.340753424658,98.58390410958904,17535.6198630137,244.91609589041096,238806,0.028736688317192054,0.0049633579832155566,5.789767414393658,37,0.009133790072164869,0.0018849819518891482,4.8455583688803445,37,0.013443988592403738,0.002491044498273295,5.396928317307315,37,0.013261912667438909,0.0605532148486278,0.2190125280811484,37,0.010696717126977968,0.0018295033285510816,5.846787464141695,37,0.011766368704033237,0.009619683301899159,1.2231555171582698,37
AFR,BA64_2X,Vindija,EPO,2940.6990582191784,2794.2281678082186,10455.69049657534,10166.276113013699,13034.816780821915,153.84589041095893,17653.818493150684,461.9041095890411,242854,0.02554014805039133,0.004400393362605489,5.8040602159414485,37,0.01403427660614416,0.002717804147415035,5.163829269850985,37,0.016537808919789457,0.0030059010282783346,5.501780918336384,37,0.011371106390745579,0.012148864527436935,0.9359810017689414,36,0.01683433136674821,0.002868002463147264,5.869706035145693,37,0.014494295110082106,0.009387932497443281,1.543928347804961,37
AFR,BA64_2X,Vindija,Chimp,2963.636130136986,2765.765410958904,10216.344178082192,9999.543664383562,12701.076626712327,155.70590753424656,17504.594606164377,450.79409246575335,239378,0.03453601877243091,0.0059441326382005735,5.810102310046326,37,0.010724263776494465,0.002122958488390857,5.051565461660608,37,0.01598252487171868,0.0029110351106013655,5.490323635573392,37,0.015772409090757097,0.012967084652759094,1.2163419545040988,37,0.012712738930215775,0.0021680433478880336,5.863692228570843,37,0.0140095555248562,0.009736989686036996,1.4387974082940782,37
